what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340857642047
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1340857643110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340857644020
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340857644471
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340857646750
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340857646869
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340857646940
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340857648331
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1340857649464
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340857650372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340857650780
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340857653087
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340857656273
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1340857657375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340857658900
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340857660406
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340857662092
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340857662169
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340857662228
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340857664686
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1340857666312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340857667396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340857667785
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1340857672928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340857674629
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340857693118
